50,9.348675,1.937736,0.128089,4
57,6.212890,1.877194,0.006071,4
57,6.630741,1.877194,0.006071,10
57,6.917096,1.877194,0.006071,6
57,7.673245,1.877194,0.006071,9
57,12.151827,1.877194,0.006071,8
57,12.719776,1.877194,0.006071,14
67,9.692780,1.085872,-0.059073,4
67,10.657974,1.085872,-0.059073,7
68,5.922995,2.518721,-0.014984,9
68,6.486967,2.518721,-0.014984,6
68,8.323871,2.518721,-0.014984,7
82,12.163735,0.837145,-0.046458,7
85,2.322044,3.137016,0.111591,13
85,4.072919,3.137016,0.111591,4
85,6.779452,3.137016,0.111591,1
104,8.714393,3.251470,-0.006824,5
112,8.067860,1.525091,0.073679,10
112,8.722098,1.525091,0.073679,10
112,9.168618,1.525091,0.073679,4
112,10.292302,1.525091,0.073679,6
127,2.092046,3.215386,0.133649,13
127,3.704027,3.215386,0.133649,7
127,6.340903,3.215386,0.133649,2
190,11.753650,0.654821,-0.121580,6
214,9.020931,1.191899,0.013514,9
214,10.407016,1.191899,0.013514,1
214,13.033711,1.191899,0.013514,9
217,10.200469,2.971135,-0.150368,5
217,10.828437,2.971135,-0.150368,4
217,10.897325,2.971135,-0.150368,10
217,11.097095,2.971135,-0.150368,4
219,10.175805,1.720765,0.115796,9
240,11.284531,0.617055,-0.030954,8
271,12.661368,1.732408,-0.020580,4
277,3.759557,2.528488,0.052430,7
277,4.925675,2.528488,0.052430,5
300,9.419846,1.966274,0.120988,4
300,10.290652,1.966274,0.120988,7
307,6.876249,1.699295,0.019816,1
307,7.043015,1.699295,0.019816,2
307,8.758497,1.699295,0.019816,9
340,11.020944,2.150295,-0.043369,3
369,1.943692,3.359935,0.067438,6
369,7.783981,3.359935,0.067438,7
369,7.975001,3.359935,0.067438,8
369,8.565011,3.359935,0.067438,3
369,10.945547,3.359935,0.067438,7
369,11.855326,3.359935,0.067438,9
380,7.293444,1.874548,0.058793,8
389,1.338703,3.399461,0.147528,7
389,3.641941,3.399461,0.147528,3
389,6.839751,3.399461,0.147528,2
391,5.468610,2.627334,-0.007433,4
391,7.322983,2.627334,-0.007433,4
391,7.660542,2.627334,-0.007433,8
409,9.996179,2.944347,-0.142335,5
409,10.260069,2.944347,-0.142335,6
409,10.748899,2.944347,-0.142335,5
411,3.893742,2.663522,0.072161,4
418,11.323956,1.019444,-0.109854,6
425,9.118533,3.093458,-0.033053,4
425,10.097714,3.093458,-0.033053,5
425,10.784921,3.093458,-0.033053,5
425,11.866650,3.093458,-0.033053,5
427,4.928856,3.221768,0.104308,9
432,1.281300,3.199082,-0.137708,5
445,5.528024,2.626854,-0.012875,2
445,6.053410,2.626854,-0.012875,3
445,7.715722,2.626854,-0.012875,6
445,7.844590,2.626854,-0.012875,3
474,10.673872,0.966944,0.001121,10
474,12.963031,0.966944,0.001121,4
484,10.926340,3.065088,-0.043989,10
484,12.275265,3.065088,-0.043989,3
523,5.507932,2.277761,0.050900,8
523,7.684916,2.277761,0.050900,1
528,8.955055,2.552453,-0.030653,1
538,4.439279,2.425699,0.014375,7
538,6.085163,2.425699,0.014375,7
538,9.226355,2.425699,0.014375,6
540,12.062571,0.273016,-0.023860,3
570,7.636866,3.435930,0.099297,2
570,10.529360,3.435930,0.099297,1
571,3.198649,2.852591,0.107146,1
580,8.918190,1.162188,-0.046841,5
598,11.172530,2.088178,-0.020864,6
607,7.130634,2.418612,0.043266,5
625,11.598510,0.772338,-0.085810,6
634,8.235193,3.314157,0.026705,6
634,11.959519,3.314157,0.026705,1
676,9.495221,2.472129,-0.081360,4
676,10.349741,2.472129,-0.081360,10
697,9.088026,1.949977,0.133001,6
700,5.972422,1.995779,0.047267,9
700,6.713319,1.995779,0.047267,4
742,3.591961,3.083151,-0.008095,3
742,6.290126,3.083151,-0.008095,6
742,8.211844,3.083151,-0.008095,7
742,12.292406,3.083151,-0.008095,7
781,8.888468,1.080024,-0.004944,5
781,9.992694,1.080024,-0.004944,7
792,12.743423,1.202197,0.007859,2
800,1.183156,3.166664,0.110448,2
800,1.223539,3.166664,0.110448,6
808,6.580058,2.096072,0.027108,7
808,8.152297,2.096072,0.027108,4
808,10.334334,2.096072,0.027108,7
812,9.781462,1.147925,0.049097,4
812,12.748695,1.147925,0.049097,1
821,11.730162,2.677011,-0.297826,6
867,9.532173,2.068542,0.083416,3
871,11.333316,0.649703,-0.087914,4
876,12.053605,1.369872,0.084416,7
876,12.422579,1.369872,0.084416,3
905,8.757753,1.844443,0.038691,3
944,5.589110,3.469558,0.223985,4
975,3.550351,2.616895,0.070721,3
975,4.169887,2.616895,0.070721,4
982,9.631720,2.489300,-0.079178,5
982,10.406038,2.489300,-0.079178,5
989,9.019997,1.341110,0.066195,3
989,10.160447,1.341110,0.066195,6
989,11.546098,1.341110,0.066195,7
989,12.617923,1.341110,0.066195,3
1023,11.678127,2.453127,-0.216754,4
1038,4.261987,2.253648,0.036045,1
1038,5.557327,2.253648,0.036045,5
1038,5.958868,2.253648,0.036045,7
1038,7.735809,2.253648,0.036045,6
1038,9.441312,2.253648,0.036045,2
1040,7.005857,2.231952,-0.035825,9
1040,11.491354,2.231952,-0.035825,8
1041,9.582479,2.263978,0.024506,5
1047,9.653737,0.979748,0.009774,2
1059,4.308780,3.306210,0.094543,1
1059,5.611711,3.306210,0.094543,5
1059,7.474201,3.306210,0.094543,5
1059,9.307128,3.306210,0.094543,8
1059,10.777710,3.306210,0.094543,6
1067,9.972386,2.109420,0.096138,6
1073,9.499887,1.252778,0.030026,7
