50,4.097652,3.160313,0.114273,164
50,4.193488,3.160313,0.114273,273
344,5.007391,3.064018,-0.074441,419
735,6.270316,2.755767,-0.114802,417
813,7.178369,2.556182,0.012671,4
1128,7.376137,1.427398,-0.023473,1
1128,7.851671,1.427398,-0.023473,1
1128,8.409377,1.427398,-0.023473,5
1128,8.625235,1.427398,-0.023473,5
1128,9.670428,1.427398,-0.023473,1
1128,9.817196,1.427398,-0.023473,1
1128,11.878889,1.427398,-0.023473,419
1237,10.312622,0.926368,0.088770,1
1237,10.669015,0.926368,0.088770,3
1237,10.791470,0.926368,0.088770,4
1560,11.436740,0.815176,0.058538,2
1560,11.640842,0.815176,0.058538,1
1893,8.583156,1.408360,-0.036879,3
1893,8.784326,1.408360,-0.036879,6
1893,9.723441,1.408360,-0.036879,1
1893,9.857030,1.408360,-0.036879,1
1893,11.747485,1.408360,-0.036879,5
1893,11.948836,1.408360,-0.036879,419
1971,8.116829,1.637129,-0.051765,2
1971,8.476518,1.637129,-0.051765,1
1971,9.068928,1.637129,-0.051765,1
1971,9.476608,1.637129,-0.051765,3
1971,9.919758,1.637129,-0.051765,1
1971,10.028303,1.637129,-0.051765,1
1971,10.415759,1.637129,-0.051765,1
1971,10.541330,1.637129,-0.051765,2
1971,10.828121,1.637129,-0.051765,3
1971,11.013765,1.637129,-0.051765,426
1987,12.419167,1.287437,-0.092431,16
1987,12.511563,1.287437,-0.092431,401
2268,6.938911,2.608483,-0.043612,274
2268,6.945020,2.608483,-0.043612,133
2290,8.241684,1.603824,-0.043609,2
2290,8.393938,1.603824,-0.043609,1
2290,8.597330,1.603824,-0.043609,1
2290,9.203612,1.603824,-0.043609,1
2290,9.404626,1.603824,-0.043609,3
2290,10.227645,1.603824,-0.043609,1
2290,10.656629,1.603824,-0.043609,2
2290,10.813967,1.603824,-0.043609,1
2290,10.980876,1.603824,-0.043609,5
2290,11.141039,1.603824,-0.043609,427
3034,4.192973,2.300883,0.091434,1
3034,4.440441,2.300883,0.091434,2
3034,4.734097,2.300883,0.091434,1
3034,4.887587,2.300883,0.091434,4
3034,5.042959,2.300883,0.091434,4
3034,5.145963,2.300883,0.091434,8
3034,5.341312,2.300883,0.091434,2
3034,5.882327,2.300883,0.091434,2
3034,6.578114,2.300883,0.091434,1
3034,6.968078,2.300883,0.091434,1
3034,7.169343,2.300883,0.091434,1
3034,8.114074,2.300883,0.091434,3
3034,8.239987,2.300883,0.091434,371
3034,8.309484,2.300883,0.091434,27
