3,8.492958,1.176778,-0.025136,58
3,8.523162,1.176778,-0.025136,7
3,8.525501,1.176778,-0.025136,3
22,10.343556,0.717124,-0.048756,17
22,10.364633,0.717124,-0.048756,21
30,1.489780,2.914319,-0.011045,4
30,1.492302,2.914319,-0.011045,5
30,1.492508,2.914319,-0.011045,5
30,1.507715,2.914319,-0.011045,24
30,1.510072,2.914319,-0.011045,4
30,1.561490,2.914319,-0.011045,1
30,1.561530,2.914319,-0.011045,12
30,1.568857,2.914319,-0.011045,25
30,1.576392,2.914319,-0.011045,54
30,1.577710,2.914319,-0.011045,8
30,1.578313,2.914319,-0.011045,48
30,1.578373,2.914319,-0.011045,17
30,1.578412,2.914319,-0.011045,12
30,1.579493,2.914319,-0.011045,13
30,1.579813,2.914319,-0.011045,15
30,1.580081,2.914319,-0.011045,35
30,1.580820,2.914319,-0.011045,10
30,1.581032,2.914319,-0.011045,18
30,1.582317,2.914319,-0.011045,13
30,1.582447,2.914319,-0.011045,46
30,1.582533,2.914319,-0.011045,1
30,1.582637,2.914319,-0.011045,42
30,1.582704,2.914319,-0.011045,11
30,1.583305,2.914319,-0.011045,78
30,1.583417,2.914319,-0.011045,20
30,1.583855,2.914319,-0.011045,14
30,1.583940,2.914319,-0.011045,13
30,1.584053,2.914319,-0.011045,43
30,1.584059,2.914319,-0.011045,11
30,1.584963,2.914319,-0.011045,7
30,1.585390,2.914319,-0.011045,42
30,1.585476,2.914319,-0.011045,16
30,1.585728,2.914319,-0.011045,10
30,1.586914,2.914319,-0.011045,3
30,1.587152,2.914319,-0.011045,21
30,1.587412,2.914319,-0.011045,37
30,1.587693,2.914319,-0.011045,68
30,1.587879,2.914319,-0.011045,31
30,1.587972,2.914319,-0.011045,15
30,1.588133,2.914319,-0.011045,60
30,1.588147,2.914319,-0.011045,7
30,1.588177,2.914319,-0.011045,60
30,1.588317,2.914319,-0.011045,2
30,1.588448,2.914319,-0.011045,23
30,1.588652,2.914319,-0.011045,4
30,1.588688,2.914319,-0.011045,30
30,1.588763,2.914319,-0.011045,77
30,1.589106,2.914319,-0.011045,25
30,1.589344,2.914319,-0.011045,30
30,1.589429,2.914319,-0.011045,25
30,1.589606,2.914319,-0.011045,19
30,1.589985,2.914319,-0.011045,15
30,1.590301,2.914319,-0.011045,19
30,1.590372,2.914319,-0.011045,13
30,1.590666,2.914319,-0.011045,16
30,1.590741,2.914319,-0.011045,16
30,1.591104,2.914319,-0.011045,13
30,1.591178,2.914319,-0.011045,116
30,1.591237,2.914319,-0.011045,18
30,1.591504,2.914319,-0.011045,38
30,1.591705,2.914319,-0.011045,27
30,1.592014,2.914319,-0.011045,22
30,1.592514,2.914319,-0.011045,6
30,1.593479,2.914319,-0.011045,21
30,1.593525,2.914319,-0.011045,5
30,1.593956,2.914319,-0.011045,16
30,1.594063,2.914319,-0.011045,28
30,1.594285,2.914319,-0.011045,37
30,1.594301,2.914319,-0.011045,15
30,1.594478,2.914319,-0.011045,70
30,1.594944,2.914319,-0.011045,35
30,1.597461,2.914319,-0.011045,78
